"transaction_id","customer_id","timestamp","amount","payment_method","device_type","ip_country","billing_country","failed_attempts","account_age_days","previous_order_count","avg_order_value","is_new_customer","country_mismatch","amount_to_avg_ratio","is_fraud"
"V2TXN-000017","CUST-V2-0746","2025-01-03T08:29:39.8180000+05:30","1170","CARD","Tablet","GB","GB","1","1339","36","1006","false","false","1.1630","0"
"V2TXN-000018","CUST-V2-0074","2025-01-03T08:35:04.1970000+05:30","6035","CARD","Mobile","IN","IN","0","21","1","5479","true","false","1.1015","0"
"V2TXN-000019","CUST-V2-0496","2025-01-03T17:09:00.7640000+05:30","1885","UPI","Desktop","US","US","0","433","8","1513","false","false","1.2459","0"
"V2TXN-000020","CUST-V2-0655","2025-01-03T19:26:00.3240000+05:30","9519","CARD","Mobile","DE","IN","1","8","1","1337","true","true","7.1197","1"
"V2TXN-000021","CUST-V2-0882","2025-01-04T02:25:45.6330000+05:30","3514","BANK_TRANSFER","Mobile","SG","SG","0","12","1","1963","true","false","1.7901","0"
"V2TXN-000022","CUST-V2-0945","2025-01-04T03:32:36.9740000+05:30","2160","CARD","Desktop","IN","IN","0","757","15","2583","false","false","0.8362","0"
"V2TXN-000023","CUST-V2-0561","2025-01-04T04:18:29.8430000+05:30","3206","BANK_TRANSFER","Mobile","IN","IN","1","14","1","1656","true","false","1.9360","0"
"V2TXN-000024","CUST-V2-0235","2025-01-04T04:44:45.8730000+05:30","9266","CARD","Mobile","GB","US","2","5","0","1037","true","true","8.9354","1"
"V2TXN-000025","CUST-V2-0557","2025-01-04T13:05:09.6890000+05:30","7874","CARD","Mobile","IN","IN","0","2","0","949","true","false","8.2972","1"
"V2TXN-000026","CUST-V2-0494","2025-01-04T13:58:05.6870000+05:30","3000","CARD","Mobile","IN","IN","0","5","1","2195","true","false","1.3667","0"
"V2TXN-000027","CUST-V2-0066","2025-01-04T21:35:49.8050000+05:30","1290","UPI","Tablet","US","US","0","21","1","983","true","false","1.3123","0"
"V2TXN-000028","CUST-V2-0449","2025-01-05T03:42:33.6090000+05:30","2329","UPI","Desktop","IN","IN","0","1481","17","1986","false","false","1.1727","0"
"V2TXN-000029","CUST-V2-0253","2025-01-05T06:57:53.8580000+05:30","10202","CARD","Desktop","CA","IN","2","16","1","6418","true","true","1.5896","1"
"V2TXN-000030","CUST-V2-0736","2025-01-05T08:15:34.3240000+05:30","865","CARD","Desktop","SG","SG","2","719","19","287","false","false","3.0139","1"
"V2TXN-000031","CUST-V2-0545","2025-01-05T20:30:03.8300000+05:30","6704","WALLET","Mobile","IN","IN","0","1499","41","7345","false","false","0.9127","0"
"V2TXN-000032","CUST-V2-0690","2025-01-05T23:13:04.5990000+05:30","2276","UPI","Desktop","IN","IN","1","1","0","2499","true","false","0.9108","0"
"V2TXN-000033","CUST-V2-0776","2025-01-05T23:53:20.3210000+05:30","826","UPI","Mobile","CA","CA","0","20","0","1040","true","false","0.7942","0"
"V2TXN-000034","CUST-V2-0879","2025-01-05T23:58:05.8920000+05:30","4262","CARD","Mobile","IN","IN","0","10","1","4058","true","false","1.0503","0"
"V2TXN-000035","CUST-V2-0278","2025-01-06T02:59:42.5720000+05:30","3124","CARD","Desktop","US","IN","3","14","0","1529","true","true","2.0432","0"
"V2TXN-000036","CUST-V2-0527","2025-01-06T04:37:36.8150000+05:30","647","UPI","Mobile","IN","IN","0","3","0","701","true","false","0.9230","0"
"V2TXN-000037","CUST-V2-0723","2025-01-06T19:05:15.5730000+05:30","1387","CARD","Desktop","IN","IN","0","14","0","1963","true","false","0.7066","0"
"V2TXN-000038","CUST-V2-0408","2025-01-06T22:42:11.0510000+05:30","3707","WALLET","Desktop","IN","IN","0","1161","32","3385","false","false","1.0951","0"
"V2TXN-000039","CUST-V2-0213","2025-01-06T23:42:55.1610000+05:30","2894","UPI","Mobile","DE","DE","0","16","0","3478","true","false","0.8321","0"
"V2TXN-000040","CUST-V2-0897","2025-01-07T01:00:27.3950000+05:30","1862","NETBANKING","Mobile","IN","IN","0","18","0","1896","true","false","0.9821","0"
"V2TXN-000041","CUST-V2-0947","2025-01-07T04:00:44.0870000+05:30","821","CARD","Mobile","IN","IN","1","11","1","978","true","false","0.8395","0"
"V2TXN-000042","CUST-V2-0577","2025-01-07T18:58:09.7150000+05:30","4537","CARD","Desktop","IN","IN","1","775","22","2137","false","false","2.1231","0"
"V2TXN-000043","CUST-V2-0433","2025-01-07T19:33:24.7740000+05:30","9114","CARD","Desktop","SA","IN","0","16","1","1298","true","true","7.0216","0"
"V2TXN-000044","CUST-V2-0014","2025-01-08T00:39:58.8640000+05:30","3907","CARD","Desktop","IN","IN","0","4","1","4085","true","false","0.9564","0"
"V2TXN-000045","CUST-V2-0519","2025-01-08T05:57:53.4780000+05:30","384","UPI","Mobile","IN","IN","0","547","16","684","false","false","0.5614","0"
"V2TXN-000046","CUST-V2-0866","2025-01-08T07:34:28.2520000+05:30","1552","CARD","Mobile","IN","IN","0","1373","24","1775","false","false","0.8744","0"
"V2TXN-000047","CUST-V2-0054","2025-01-08T13:35:45.7410000+05:30","2944","NETBANKING","Desktop","IN","IN","0","11","1","4415","true","false","0.6668","1"
"V2TXN-000048","CUST-V2-0902","2025-01-08T21:11:15.3650000+05:30","4419","CARD","Mobile","IN","IN","0","23","1","2732","true","false","1.6175","0"
"V2TXN-000049","CUST-V2-0474","2025-01-08T21:55:23.1910000+05:30","1680","WALLET","Desktop","IN","IN","2","7","1","1877","true","false","0.8950","0"
"V2TXN-000050","CUST-V2-0078","2025-01-09T08:45:48.6920000+05:30","3571","BANK_TRANSFER","Desktop","IN","IN","1","18","1","2502","true","false","1.4273","0"
"V2TXN-000051","CUST-V2-0002","2025-01-09T10:05:45.1060000+05:30","7706","CARD","Desktop","AE","IN","0","1128","28","3637","false","true","2.1188","1"
"V2TXN-000052","CUST-V2-0599","2025-01-09T18:07:20.0770000+05:30","1110","UPI","Desktop","IN","IN","1","1435","28","1549","false","false","0.7166","0"
"V2TXN-000053","CUST-V2-0896","2025-01-09T22:07:29.8820000+05:30","10419","CARD","Mobile","US","US","0","16","1","2405","true","false","4.3322","1"
"V2TXN-000054","CUST-V2-0624","2025-01-10T01:22:44.7850000+05:30","1415","CARD","Mobile","IN","IN","1","3","0","1247","true","false","1.1347","0"
"V2TXN-000055","CUST-V2-0673","2025-01-10T02:19:28.6630000+05:30","322","UPI","Mobile","SG","SG","0","15","1","549","true","false","0.5865","0"
"V2TXN-000056","CUST-V2-0380","2025-01-10T10:20:41.6360000+05:30","1105","UPI","Desktop","SA","SA","0","278","3","1651","false","false","0.6693","0"
"V2TXN-000057","CUST-V2-0344","2025-01-10T10:50:51.1480000+05:30","441","UPI","Mobile","IN","IN","0","17","1","637","true","false","0.6923","0"
"V2TXN-000058","CUST-V2-0161","2025-01-10T14:20:52.6550000+05:30","22969","CARD","Tablet","IN","IN","0","23","0","4243","true","false","5.4134","1"
"V2TXN-000059","CUST-V2-0534","2025-01-10T15:19:38.8720000+05:30","1699","UPI","Mobile","IN","IN","0","1012","11","1639","false","false","1.0366","1"
"V2TXN-000060","CUST-V2-0455","2025-01-10T15:42:29.7560000+05:30","9105","UPI","Desktop","IN","IN","0","8","0","9881","true","false","0.9215","0"
"V2TXN-000061","CUST-V2-0497","2025-01-10T16:20:01.8520000+05:30","1213","CARD","Mobile","AE","AE","1","1249","19","1449","false","false","0.8371","0"
"V2TXN-000062","CUST-V2-0016","2025-01-10T16:23:00.7000000+05:30","2403","UPI","Tablet","SA","SA","0","1259","13","1475","false","false","1.6292","0"
"V2TXN-000063","CUST-V2-0735","2025-01-10T17:54:16.5260000+05:30","437","CARD","Mobile","AU","AU","6","205","3","2990","false","false","0.1462","1"
"V2TXN-000064","CUST-V2-0717","2025-01-10T21:30:19.6020000+05:30","40707","CARD","Mobile","IN","IN","0","14","0","5119","true","false","7.9521","1"
"V2TXN-000065","CUST-V2-0557","2025-01-10T22:00:38.9880000+05:30","47599","CARD","Mobile","IN","IN","0","8","1","7874","true","false","6.0451","1"
"V2TXN-000066","CUST-V2-0360","2025-01-10T22:32:24.6590000+05:30","1923","NETBANKING","Mobile","IN","IN","0","19","0","2286","true","false","0.8412","0"
"V2TXN-000067","CUST-V2-0235","2025-01-11T18:47:11.8220000+05:30","10509","CARD","Mobile","US","US","0","13","1","9266","true","false","1.1341","0"
"V2TXN-000068","CUST-V2-0596","2025-01-12T04:33:29.3940000+05:30","1562","CARD","Mobile","IN","IN","0","4","1","1464","true","false","1.0669","0"
"V2TXN-000069","CUST-V2-0708","2025-01-12T04:46:07.0870000+05:30","738","NETBANKING","Desktop","AU","AU","0","1052","29","2077","false","false","0.3553","0"
"V2TXN-000070","CUST-V2-0599","2025-01-12T12:16:14.1300000+05:30","1520","CARD","Desktop","IN","IN","0","1438","29","1534","false","false","0.9909","0"
"V2TXN-000071","CUST-V2-0012","2025-01-12T21:46:53.5780000+05:30","4073","BANK_TRANSFER","Mobile","GB","GB","0","22","0","3761","true","false","1.0830","0"
"V2TXN-000072","CUST-V2-0157","2025-01-13T00:10:01.1520000+05:30","10886","UPI","Desktop","IN","IN","0","9","1","7345","true","false","1.4821","0"
"V2TXN-000073","CUST-V2-0049","2025-01-13T03:12:12.9530000+05:30","1024","CARD","Mobile","IN","IN","3","423","11","2329","false","false","0.4397","0"
"V2TXN-000074","CUST-V2-0157","2025-01-13T03:48:22.1640000+05:30","5471","UPI","Mobile","IN","IN","1","9","2","9115","false","false","0.6002","1"
"V2TXN-000075","CUST-V2-0976","2025-01-13T04:10:05.4410000+05:30","1220","UPI","Mobile","AE","AE","1","30","2","1094","false","false","1.1152","0"
"V2TXN-000076","CUST-V2-0109","2025-01-13T09:10:53.2130000+05:30","1341","CARD","Desktop","IN","IN","0","3","0","1541","true","false","0.8702","0"
"V2TXN-000077","CUST-V2-0810","2025-01-13T10:15:43.4650000+05:30","848","CARD","Mobile","IN","IN","0","29","1","1000","true","false","0.848","0"
"V2TXN-000078","CUST-V2-0465","2025-01-13T11:32:35.2200000+05:30","3467","NETBANKING","Mobile","IN","IN","1","631","13","3936","false","false","0.8808","0"
"V2TXN-000079","CUST-V2-0742","2025-01-13T18:08:23.0540000+05:30","861","WALLET","Desktop","IN","IN","0","24","0","802","true","false","1.0736","0"
"V2TXN-000080","CUST-V2-0821","2025-01-13T18:08:31.9530000+05:30","35943","CARD","Tablet","SG","IN","0","2","1","4223","true","true","8.5112","1"
"V2TXN-000081","CUST-V2-0667","2025-01-13T21:02:50.0560000+05:30","67467","CARD","Mobile","IN","AU","0","4","0","8598","true","true","7.8468","1"
"V2TXN-000082","CUST-V2-0056","2025-01-14T04:14:50.6490000+05:30","119","CARD","Mobile","IN","IN","6","1317","19","1884","false","false","0.0632","1"
"V2TXN-000083","CUST-V2-0708","2025-01-14T09:32:25.7260000+05:30","1653","NETBANKING","Desktop","AU","AU","1","1054","30","2032","false","false","0.8135","0"
"V2TXN-000084","CUST-V2-0777","2025-01-14T20:23:49.6640000+05:30","1659","CARD","Mobile","IN","IN","0","14","1","785","true","false","2.1134","0"
"V2TXN-000085","CUST-V2-0632","2025-01-15T02:08:48.7850000+05:30","5380","CARD","Desktop","AE","IN","2","591","9","907","false","true","5.9316","1"
"V2TXN-000086","CUST-V2-0012","2025-01-15T02:17:45.9990000+05:30","3348","BANK_TRANSFER","Mobile","GB","GB","0","24","1","4073","true","false","0.8220","0"
"V2TXN-000087","CUST-V2-0178","2025-01-15T07:05:19.2040000+05:30","3073","UPI","Mobile","SG","SG","0","7","0","3574","true","false","0.8598","0"
"V2TXN-000088","CUST-V2-0319","2025-01-15T13:43:20.8580000+05:30","2512","NETBANKING","Desktop","SA","SA","0","485","14","4212","false","false","0.5964","0"
"V2TXN-000089","CUST-V2-0217","2025-01-15T16:03:34.1770000+05:30","7116","UPI","Mobile","IN","IN","0","1423","15","4511","false","false","1.5775","0"
"V2TXN-000090","CUST-V2-0086","2025-01-16T02:40:28.6510000+05:30","817","CARD","Mobile","IN","IN","1","1381","35","1019","false","false","0.8018","0"
"V2TXN-000091","CUST-V2-0263","2025-01-16T02:57:11.2810000+05:30","5379","CARD","Mobile","US","US","0","2","1","1053","true","false","5.1083","0"
"V2TXN-000092","CUST-V2-0328","2025-01-16T03:31:08.6220000+05:30","3234","UPI","Desktop","SA","SA","0","456","12","5011","false","false","0.6454","0"
"V2TXN-000093","CUST-V2-0915","2025-01-16T03:39:05.1380000+05:30","1114","UPI","Desktop","IN","IN","0","1079","19","1940","false","false","0.5742","0"
"V2TXN-000094","CUST-V2-0160","2025-01-16T07:27:29.1110000+05:30","524","BANK_TRANSFER","Desktop","US","US","1","7","0","229","true","false","2.2882","0"
"V2TXN-000095","CUST-V2-0432","2025-01-16T13:10:42.6900000+05:30","276","CARD","Mobile","IN","IN","4","8","1","1893","true","false","0.1458","1"
"V2TXN-000096","CUST-V2-0999","2025-01-16T20:31:07.3750000+05:30","23429","CARD","Mobile","DE","GB","0","14","0","2900","true","true","8.0790","1"
"V2TXN-000097","CUST-V2-0051","2025-01-16T21:28:38.0830000+05:30","5381","CARD","Mobile","US","IN","0","19","1","1072","true","true","5.0196","1"
"V2TXN-000098","CUST-V2-0909","2025-01-16T21:38:15.2990000+05:30","6313","CARD","Mobile","IN","IN","0","398","5","2212","false","false","2.8540","0"
"V2TXN-000099","CUST-V2-0976","2025-01-17T02:19:08.2720000+05:30","1499","UPI","Mobile","AE","AE","0","34","3","1136","false","false","1.3195","0"
"V2TXN-000100","CUST-V2-0012","2025-01-17T03:10:38.2430000+05:30","5035","BANK_TRANSFER","Mobile","GB","GB","0","26","2","3710","false","false","1.3571","0"
"V2TXN-000101","CUST-V2-0589","2025-01-17T12:52:02.7550000+05:30","2490","CARD","Mobile","US","US","0","6","0","1923","true","false","1.2949","0"
"V2TXN-000102","CUST-V2-0110","2025-01-17T19:37:26.3270000+05:30","1627","UPI","Mobile","IN","IN","0","1315","13","2230","false","false","0.7296","0"
"V2TXN-000103","CUST-V2-0009","2025-01-17T21:55:23.6400000+05:30","1258","CARD","Mobile","IN","IN","3","16","0","795","true","false","1.5824","1"
"V2TXN-000104","CUST-V2-0526","2025-01-17T22:18:39.8570000+05:30","980","CARD","Desktop","DE","DE","0","1209","35","2045","false","false","0.4792","0"
"V2TXN-000105","CUST-V2-0250","2025-01-17T23:12:56.6730000+05:30","5515","CARD","Mobile","IN","IN","1","9","0","980","true","false","5.6276","1"
"V2TXN-000106","CUST-V2-0785","2025-01-17T23:16:44.3370000+05:30","2828","UPI","Mobile","IN","IN","0","1006","23","2425","false","false","1.1662","0"
"V2TXN-000107","CUST-V2-0138","2025-01-18T00:24:54.3200000+05:30","596","UPI","Mobile","IN","IN","0","343","5","1071","false","false","0.5565","0"
"V2TXN-000108","CUST-V2-0562","2025-01-18T01:52:42.5880000+05:30","579","NETBANKING","Tablet","IN","IN","0","1213","19","565","false","false","1.0248","0"
"V2TXN-000109","CUST-V2-0659","2025-01-18T05:46:52.4560000+05:30","628","CARD","Mobile","IN","IN","1","638","11","588","false","false","1.0680","0"
"V2TXN-000110","CUST-V2-0822","2025-01-18T10:20:19.7850000+05:30","1330","UPI","Desktop","SG","SG","0","16","1","781","true","false","1.7029","0"
"V2TXN-000111","CUST-V2-0386","2025-01-18T11:43:29.1800000+05:30","19794","CARD","Mobile","IN","IN","2","10","1","2288","true","false","8.6512","1"
"V2TXN-000112","CUST-V2-0549","2025-01-18T14:32:16.7840000+05:30","4452","CARD","Desktop","CA","CA","1","465","12","3063","false","false","1.4535","0"
"V2TXN-000113","CUST-V2-0347","2025-01-18T19:29:28.1800000+05:30","2840","CARD","Mobile","SG","SG","0","3","0","1954","true","false","1.4534","0"
"V2TXN-000114","CUST-V2-0726","2025-01-18T20:40:29.4040000+05:30","828","UPI","Mobile","GB","GB","0","108","2","1105","false","false","0.7493","0"
"V2TXN-000115","CUST-V2-0258","2025-01-18T21:39:19.9740000+05:30","2902","CARD","Desktop","IN","IN","0","134","2","2324","false","false","1.2487","0"
"V2TXN-000116","CUST-V2-0890","2025-01-19T03:31:29.1820000+05:30","648","UPI","Mobile","IN","IN","1","16","1","788","true","false","0.8223","0"
"V2TXN-000117","CUST-V2-0197","2025-01-19T03:53:32.7230000+05:30","23200","CARD","Desktop","GB","GB","1","7","0","2728","true","false","8.5044","1"
"V2TXN-000118","CUST-V2-0630","2025-01-19T08:43:25.5600000+05:30","15376","CARD","Mobile","CA","CA","1","18","0","2834","true","false","5.4255","0"
"V2TXN-000119","CUST-V2-0744","2025-01-19T08:56:24.5640000+05:30","1858","UPI","Desktop","AE","AE","0","10","0","1662","true","false","1.1179","0"
"V2TXN-000120","CUST-V2-0510","2025-01-19T17:32:47.7190000+05:30","590","NETBANKING","Desktop","IN","IN","0","12","0","542","true","false","1.0886","0"
"V2TXN-000121","CUST-V2-0909","2025-01-19T20:22:42.3060000+05:30","4511","CARD","Mobile","IN","IN","1","401","6","2895","false","false","1.5582","0"
"V2TXN-000122","CUST-V2-0799","2025-01-19T22:39:03.4230000+05:30","1962","UPI","Mobile","IN","IN","1","20","0","1876","true","false","1.0458","0"
"V2TXN-000123","CUST-V2-0580","2025-01-19T23:05:05.9330000+05:30","22743","CARD","Mobile","IN","IN","0","17","1","6186","true","false","3.6765","1"
"V2TXN-000124","CUST-V2-0269","2025-01-20T00:57:38.9590000+05:30","7427","CARD","Mobile","AE","GB","2","221","7","2418","false","true","3.0715","1"
"V2TXN-000125","CUST-V2-0868","2025-01-20T03:32:32.1630000+05:30","4147","CARD","Mobile","IN","IN","0","9","0","4622","true","false","0.8972","0"
"V2TXN-000126","CUST-V2-0215","2025-01-20T09:13:09.2440000+05:30","1193","UPI","Mobile","DE","DE","0","17","0","1635","true","false","0.7297","0"
"V2TXN-000127","CUST-V2-0206","2025-01-20T09:49:39.6720000+05:30","1169","NETBANKING","Mobile","US","US","0","9","1","745","true","false","1.5691","0"
"V2TXN-000128","CUST-V2-0796","2025-01-20T11:10:23.1620000+05:30","1066","UPI","Desktop","US","US","0","1039","21","782","false","false","1.3632","0"
"V2TXN-000129","CUST-V2-0755","2025-01-20T12:17:30.6740000+05:30","387","CARD","Tablet","SG","GB","4","1452","19","1311","false","true","0.2952","1"
"V2TXN-000130","CUST-V2-0948","2025-01-20T13:04:12.4960000+05:30","417","CARD","Mobile","IN","IN","1","2","1","580","true","false","0.7190","0"
"V2TXN-000131","CUST-V2-0848","2025-01-21T00:29:41.6830000+05:30","353","UPI","Desktop","IN","IN","0","23","1","649","true","false","0.5439","0"
"V2TXN-000132","CUST-V2-0030","2025-01-21T03:06:18.1360000+05:30","2461","UPI","Mobile","IN","IN","0","23","0","2418","true","false","1.0178","0"
"V2TXN-000133","CUST-V2-0962","2025-01-21T04:00:22.1520000+05:30","1995","WALLET","Mobile","GB","GB","0","400","9","1435","false","false","1.3902","0"
"V2TXN-000134","CUST-V2-0096","2025-01-21T09:55:21.2220000+05:30","9649","CARD","Mobile","IN","IN","2","723","21","5105","false","false","1.8901","1"
"V2TXN-000135","CUST-V2-0552","2025-01-21T22:24:57.6850000+05:30","2354","CARD","Mobile","IN","US","1","2","1","1236","true","true","1.9045","1"
"V2TXN-000136","CUST-V2-0355","2025-01-21T23:26:02.3000000+05:30","1166","UPI","Mobile","SA","SA","0","13","1","1171","true","false","0.9957","0"
"V2TXN-000137","CUST-V2-0637","2025-01-22T00:20:57.8310000+05:30","3711","WALLET","Tablet","IN","IN","0","1008","20","2677","false","false","1.3863","1"
"V2TXN-000138","CUST-V2-0002","2025-01-22T02:29:21.2600000+05:30","6209","UPI","Mobile","IN","IN","0","1141","29","3777","false","false","1.6439","0"
"V2TXN-000139","CUST-V2-0846","2025-01-22T03:26:12.1870000+05:30","561","NETBANKING","Desktop","IN","IN","1","11","0","608","true","false","0.9227","0"
"V2TXN-000140","CUST-V2-0743","2025-01-22T04:51:57.9570000+05:30","5000","CARD","Mobile","DE","DE","2","13","0","881","true","false","5.6754","1"
"V2TXN-000141","CUST-V2-0455","2025-01-22T08:30:14.7240000+05:30","13537","CARD","Desktop","IN","IN","0","20","1","9105","true","false","1.4868","0"
"V2TXN-000142","CUST-V2-0969","2025-01-22T11:49:23.6730000+05:30","1128","CARD","Desktop","SA","IN","3","17","0","1141","true","true","0.9886","1"
"V2TXN-000143","CUST-V2-0909","2025-01-22T12:07:03.6690000+05:30","3143","CARD","Mobile","IN","IN","0","404","7","3126","false","false","1.0054","0"
"V2TXN-000144","CUST-V2-0078","2025-01-22T19:55:49.4330000+05:30","5538","CARD","Desktop","IN","IN","0","31","2","3037","false","false","1.8235","1"
"V2TXN-000145","CUST-V2-0690","2025-01-22T20:32:19.2800000+05:30","2567","UPI","Mobile","IN","IN","0","18","1","2276","true","false","1.1279","0"
"V2TXN-000146","CUST-V2-0870","2025-01-22T21:44:34.2860000+05:30","1714","WALLET","Mobile","IN","IN","0","489","11","1623","false","false","1.0561","0"
"V2TXN-000147","CUST-V2-0276","2025-01-23T02:38:07.1320000+05:30","345","CARD","Desktop","SA","SA","0","1099","27","716","false","false","0.4818","0"
"V2TXN-000148","CUST-V2-0866","2025-01-23T03:02:23.5290000+05:30","2848","WALLET","Mobile","DE","IN","0","1388","25","1766","false","true","1.6127","1"
"V2TXN-000149","CUST-V2-0913","2025-01-23T03:45:02.4310000+05:30","828","UPI","Mobile","US","US","0","1363","22","1327","false","false","0.6240","0"
"V2TXN-000150","CUST-V2-0914","2025-01-23T09:38:27.2480000+05:30","3946","UPI","Desktop","IN","IN","0","252","7","3459","false","false","1.1408","0"
"V2TXN-000151","CUST-V2-0730","2025-01-23T10:26:53.6760000+05:30","5459","UPI","Desktop","IN","IN","0","967","23","3302","false","false","1.6532","0"
"V2TXN-000152","CUST-V2-0900","2025-01-23T11:23:12.7910000+05:30","2853","CARD","Mobile","IN","IN","1","21","1","1815","true","false","1.5719","0"
"V2TXN-000153","CUST-V2-0820","2025-01-23T13:44:30.7490000+05:30","280","WALLET","Mobile","AU","AU","0","16","0","322","true","false","0.8696","0"
"V2TXN-000154","CUST-V2-0055","2025-01-23T15:13:47.7760000+05:30","2688","CARD","Desktop","US","US","0","992","28","1086","false","false","2.4751","1"
"V2TXN-000155","CUST-V2-0789","2025-01-23T20:05:13.6620000+05:30","5249","UPI","Desktop","IN","IN","0","1238","23","4254","false","false","1.2339","0"
"V2TXN-000156","CUST-V2-0497","2025-01-23T23:45:30.1180000+05:30","1650","UPI","Mobile","AE","AE","1","1262","20","1437","false","false","1.1482","0"
"V2TXN-000157","CUST-V2-0414","2025-01-24T00:42:19.4690000+05:30","2006","CARD","Mobile","IN","IN","0","965","16","1583","false","false","1.2672","0"
"V2TXN-000158","CUST-V2-0204","2025-01-24T01:30:06.5770000+05:30","668","CARD","Desktop","AE","AE","0","841","16","1233","false","false","0.5418","0"
"V2TXN-000159","CUST-V2-0002","2025-01-24T05:09:03.9060000+05:30","4368","UPI","Mobile","IN","IN","4","1143","30","3858","false","false","1.1322","0"
"V2TXN-000160","CUST-V2-0507","2025-01-24T05:31:15.8280000+05:30","3916","UPI","Mobile","IN","IN","1","18","0","4233","true","false","0.9251","0"
"V2TXN-000161","CUST-V2-0391","2025-01-24T06:00:12.0390000+05:30","1442","UPI","Tablet","GB","GB","0","7","1","1151","true","false","1.2528","0"
"V2TXN-000162","CUST-V2-0517","2025-01-24T06:10:51.8850000+05:30","2352","UPI","Mobile","IN","IN","0","31","2","1819","false","false","1.2930","0"
"V2TXN-000163","CUST-V2-0927","2025-01-24T08:30:04.3980000+05:30","1610","CARD","Mobile","AE","AE","1","189","4","981","false","false","1.6412","0"
"V2TXN-000164","CUST-V2-0406","2025-01-24T09:40:32.5690000+05:30","1643","UPI","Desktop","IN","IN","0","11","1","2025","true","false","0.8114","0"
"V2TXN-000165","CUST-V2-0211","2025-01-24T11:23:01.6720000+05:30","1833","CARD","Mobile","IN","IN","0","4","1","3033","true","false","0.6044","0"
"V2TXN-000166","CUST-V2-0001","2025-01-24T23:46:42.2110000+05:30","1564","BANK_TRANSFER","Desktop","IN","IN","0","13","0","1859","true","false","0.8413","1"
"V2TXN-000167","CUST-V2-0325","2025-01-25T02:00:03.7000000+05:30","417","CARD","Tablet","US","US","0","5","1","917","true","false","0.4547","0"
"V2TXN-000168","CUST-V2-0496","2025-01-25T05:30:11.2290000+05:30","563","UPI","Desktop","US","US","0","455","9","1554","false","false","0.3623","1"
"V2TXN-000169","CUST-V2-0853","2025-01-25T10:18:10.9850000+05:30","2152","CARD","Mobile","SG","SG","0","22","1","2836","true","false","0.7588","0"
"V2TXN-000170","CUST-V2-0347","2025-01-25T11:13:00.3130000+05:30","2262","CARD","Mobile","SG","SG","0","10","1","2840","true","false","0.7965","1"
"V2TXN-000171","CUST-V2-0390","2025-01-25T17:55:27.6200000+05:30","894","UPI","Mobile","IN","IN","0","27","1","1113","true","false","0.8032","0"
"V2TXN-000172","CUST-V2-0903","2025-01-26T02:29:26.5010000+05:30","844","WALLET","Tablet","AE","AE","0","923","14","1677","false","false","0.5033","0"
